,装移机情况,全省,南京,无锡,镇江,苏州,南通,扬州,盐城,徐州,淮安,连云港,常州,泰州,宿迁,月份,年份
572,FTTH昨日竣工数合计,8092,1239,1125,346,1424,615,316,447,597,284,260,558,716,165,12,2012
573,FTTH昨日竣工数合计,8572,1220,1124,399,1402,532,383,750,556,267,234,695,732,278,12,2012
574,FTTH昨日竣工数合计,9044,1278,1197,466,1625,760,437,661,643,329,220,742,390,296,12,2012
575,FTTH昨日竣工数合计,8411,1079,897,411,1331,633,350,547,799,300,210,606,895,353,12,2012
576,FTTH昨日竣工数合计,7446,1236,956,355,1326,426,288,629,572,243,215,480,535,185,12,2012
577,FTTH昨日竣工数合计,9061,1263,1210,461,1617,522,377,546,676,309,215,691,823,351,12,2012
578,FTTH昨日竣工数合计,6641,1082,919,281,1462,400,255,458,472,206,116,468,392,130,12,2012
579,FTTH昨日竣工数合计,8551,1331,1223,421,1546,518,368,514,766,350,227,630,428,229,12,2012
582,FTTH昨日竣工数合计,7511,1143,986,351,1313,544,372,548,487,322,219,638,287,301,1,2013
583,FTTH昨日竣工数合计,7783,1308,1043,339,1266,460,408,585,568,313,235,696,313,249,1,2013
584,FTTH昨日竣工数合计,8519,1269,1144,410,1442,494,483,704,599,289,220,769,366,330,1,2013
585,FTTH昨日竣工数合计,9010,1376,1098,494,1566,520,471,653,540,350,317,849,409,367,1,2013
586,FTTH昨日竣工数合计,8626,1271,1012,498,1542,550,462,644,616,325,217,770,384,335,1,2013
587,FTTH昨日竣工数合计,9471,1273,1202,561,1515,481,509,850,668,384,394,884,365,385,1,2013
588,FTTH昨日竣工数合计,9358,1312,1274,499,1454,448,479,857,769,358,327,753,442,386,1,2013
589,FTTH昨日竣工数合计,9000,1251,1123,494,1429,497,436,1042,591,337,305,847,297,351,1,2013
590,FTTH昨日竣工数合计,8140,1061,467,503,1426,483,459,845,615,356,387,758,393,387,1,2013
591,FTTH昨日竣工数合计,7998,1216,135,553,1477,421,452,745,702,341,335,843,358,420,1,2013
592,FTTH昨日竣工数合计,7570,1304,19,432,1566,441,429,621,623,353,309,783,339,351,1,2013
593,FTTH昨日竣工数合计,6667,1333,73,356,1228,351,371,619,528,275,256,643,351,283,1,2013
594,FTTH昨日竣工数合计,7842,1208,579,497,1425,421,463,680,654,280,253,775,306,301,1,2013
595,FTTH昨日竣工数合计,8998,1311,906,477,1523,438,431,832,688,335,307,984,346,420,1,2013
596,FTTH昨日竣工数合计,8444,1230,881,537,1419,441,477,740,695,352,315,624,365,368,1,2013
597,FTTH昨日竣工数合计,7859,1249,887,546,1481,464,497,689,640,303,339,30,371,363,1,2013
598,FTTH昨日竣工数合计,8273,1324,880,566,1507,460,480,861,736,329,288,31,401,410,1,2013
599,FTTH昨日竣工数合计,8351,1421,891,495,1685,462,500,639,629,362,309,128,454,376,1,2013
600,FTTH昨日竣工数合计,7911,1377,794,426,1537,444,408,584,566,338,233,499,396,309,1,2013
601,FTTH昨日竣工数合计,7715,1197,767,407,1318,333,480,570,601,297,249,745,348,403,1,2013
602,FTTH昨日竣工数合计,8979,1356,887,539,1544,509,507,708,674,375,272,797,418,393,1,2013
603,FTTH昨日竣工数合计,9454,1338,931,582,1592,519,583,786,687,402,246,927,448,413,1,2013
604,FTTH昨日竣工数合计,9593,1334,955,598,1534,510,589,770,739,397,331,903,540,393,1,2013
605,FTTH昨日竣工数合计,9479,1218,861,630,1469,504,594,851,809,386,323,824,509,501,1,2013
606,FTTH昨日竣工数合计,10060,1611,886,537,1849,544,552,864,736,405,325,814,491,446,1,2013
607,FTTH昨日竣工数合计,9187,1548,805,505,1682,514,517,749,599,402,275,789,447,355,1,2013
608,FTTH昨日竣工数合计,9512,1380,824,569,1540,591,601,833,678,468,325,867,432,404,1,2013
609,FTTH昨日竣工数合计,10493,1553,1079,625,1594,604,658,871,793,521,391,897,521,386,1,2013
610,FTTH昨日竣工数合计,11062,1570,1040,673,1920,688,602,1116,730,501,310,904,497,511,1,2013
613,FTTH昨日竣工数合计,10065,1429,970,551,1734,555,615,863,631,433,317,921,475,571,2,2013
614,FTTH昨日竣工数合计,9089,1508,786,504,1539,573,574,820,496,345,228,926,391,399,2,2013
615,FTTH昨日竣工数合计,9247,1424,837,589,1320,550,516,865,653,408,310,927,362,486,2,2013
616,FTTH昨日竣工数合计,8405,1266,679,607,1197,578,474,896,560,452,244,680,337,435,2,2013
617,FTTH昨日竣工数合计,10051,1307,774,557,1493,574,593,1055,865,537,330,888,481,597,2,2013
618,FTTH昨日竣工数合计,8759,1022,607,531,1110,583,533,1091,717,480,317,871,343,554,2,2013
619,FTTH昨日竣工数合计,6310,720,370,379,756,383,345,672,823,350,202,684,231,395,2,2013
620,FTTH昨日竣工数合计,1714,164,77,98,163,152,86,215,212,69,35,292,63,88,2,2013
621,FTTH昨日竣工数合计,178,39,6,7,19,14,2,2,32,4,1,35,4,13,2,2013
622,FTTH昨日竣工数合计,219,48,9,13,38,18,3,11,33,4,6,25,0,11,2,2013
623,FTTH昨日竣工数合计,455,65,19,8,130,21,5,15,120,7,14,24,4,23,2,2013
624,FTTH昨日竣工数合计,894,89,57,4,292,42,12,25,197,15,25,71,9,56,2,2013
625,FTTH昨日竣工数合计,1159,151,62,13,265,97,34,57,229,22,37,70,19,103,2,2013
626,FTTH昨日竣工数合计,2125,212,141,20,460,133,57,367,317,67,74,149,26,102,2,2013
627,FTTH昨日竣工数合计,3960,521,316,60,855,212,126,405,457,161,151,377,59,260,2,2013
628,FTTH昨日竣工数合计,5713,871,510,155,1347,304,228,486,507,228,196,519,104,258,2,2013
629,FTTH昨日竣工数合计,5772,821,442,146,1070,276,218,645,543,272,206,691,113,329,2,2013
630,FTTH昨日竣工数合计,6071,785,468,136,1134,287,182,631,585,294,224,923,103,319,2,2013
631,FTTH昨日竣工数合计,8625,1145,696,298,1629,357,369,708,614,352,246,1687,174,350,2,2013
632,FTTH昨日竣工数合计,8570,1240,793,328,1983,476,377,607,549,340,241,1060,205,371,2,2013
633,FTTH昨日竣工数合计,8740,1230,857,361,2182,398,428,653,580,292,250,890,237,382,2,2013
634,FTTH昨日竣工数合计,8695,1347,883,367,2191,384,418,499,586,371,207,837,251,354,2,2013
635,FTTH昨日竣工数合计,7816,1201,764,329,2203,299,351,504,448,288,187,814,199,229,2,2013
636,FTTH昨日竣工数合计,9005,1360,847,445,2098,448,404,631,543,330,249,1075,243,332,2,2013
637,FTTH昨日竣工数合计,8907,1289,881,403,2144,498,437,589,606,349,270,827,238,376,2,2013
638,FTTH昨日竣工数合计,10105,1447,938,544,2474,596,454,674,613,335,282,1088,309,351,2,2013
641,FTTH昨日竣工数合计,9673,1528,947,425,2512,398,389,572,588,320,275,1027,354,338,3,2013
642,FTTH昨日竣工数合计,8629,1449,832,333,2519,358,363,485,524,234,209,824,261,238,3,2013
643,FTTH昨日竣工数合计,9092,1449,844,448,2347,372,385,547,560,248,252,1015,290,335,3,2013
644,FTTH昨日竣工数合计,9908,1558,925,494,2626,368,448,612,567,316,261,1077,314,342,3,2013
645,FTTH昨日竣工数合计,9608,1526,890,466,2444,357,504,589,588,298,246,978,333,389,3,2013
646,FTTH昨日竣工数合计,9467,1418,940,460,2358,350,493,598,602,269,262,989,363,365,3,2013
647,FTTH昨日竣工数合计,9116,1367,840,499,2246,326,474,524,672,283,242,1001,320,322,3,2013
648,FTTH昨日竣工数合计,8849,1470,836,517,2317,315,481,544,517,244,231,784,310,283,3,2013
649,FTTH昨日竣工数合计,7470,1390,673,324,2078,270,352,464,410,173,193,688,284,171,3,2013
650,FTTH昨日竣工数合计,8120,1345,681,394,2014,277,420,573,521,257,225,864,264,285,3,2013
651,FTTH昨日竣工数合计,8693,1431,869,467,2281,325,489,628,402,276,151,816,336,222,3,2013
652,FTTH昨日竣工数合计,8364,1292,820,492,1907,307,471,548,580,232,275,754,284,402,3,2013
653,FTTH昨日竣工数合计,8494,1365,849,414,1901,305,486,574,579,260,279,819,302,361,3,2013
654,FTTH昨日竣工数合计,7963,1355,729,387,1948,312,448,491,506,258,250,604,367,308,3,2013
655,FTTH昨日竣工数合计,5533,1096,508,284,1654,259,248,258,371,107,76,360,226,86,3,2013
656,FTTH昨日竣工数合计,8077,1321,744,453,1790,310,441,550,579,265,247,710,313,354,3,2013
657,FTTH昨日竣工数合计,8252,1417,741,527,1713,289,498,586,620,262,296,676,325,302,3,2013
658,FTTH昨日竣工数合计,8124,1334,765,466,1718,307,473,561,623,262,275,649,312,379,3,2013
659,FTTH昨日竣工数合计,8636,1352,810,435,1935,336,549,540,676,315,241,772,356,319,3,2013
660,FTTH昨日竣工数合计,8432,1253,864,444,1777,333,554,574,672,284,231,734,305,407,3,2013
661,FTTH昨日竣工数合计,8331,1446,766,452,1883,299,446,508,571,231,272,741,389,327,3,2013
662,FTTH昨日竣工数合计,6804,1393,591,299,1467,266,415,465,484,209,240,482,299,194,3,2013
663,FTTH昨日竣工数合计,8773,1463,884,430,1837,314,655,639,583,243,264,805,346,310,3,2013
664,FTTH昨日竣工数合计,8426,1394,857,448,1834,357,467,508,614,286,302,717,349,293,3,2013
665,FTTH昨日竣工数合计,8727,1417,814,494,1790,357,497,620,648,281,326,751,362,370,3,2013
666,FTTH昨日竣工数合计,8642,1399,756,470,1782,363,479,585,682,315,315,741,413,342,3,2013
667,FTTH昨日竣工数合计,8822,1326,910,524,1770,424,482,658,645,301,266,766,419,331,3,2013
670,FTTH昨日竣工数合计,8628,1544,789,410,1865,326,468,609,590,262,293,818,350,304,4,2013
671,FTTH昨日竣工数合计,8674,1449,920,523,1732,314,454,461,621,282,458,804,355,301,4,2013
672,FTTH昨日竣工数合计,6101,1033,831,230,1365,169,149,451,592,164,231,476,202,208,4,2013
673,FTTH昨日竣工数合计,5857,1100,569,300,1169,150,259,313,516,208,247,548,253,225,4,2013
674,FTTH昨日竣工数合计,6118,1221,520,286,1313,219,306,382,472,156,262,530,264,187,4,2013
675,FTTH昨日竣工数合计,7176,1345,631,401,1382,256,433,488,498,242,223,703,319,255,4,2013
676,FTTH昨日竣工数合计,7803,1377,722,436,1473,268,461,516,595,255,305,802,272,321,4,2013
677,FTTH昨日竣工数合计,7735,1367,632,465,1365,309,455,598,567,282,290,775,337,293,4,2013
678,FTTH昨日竣工数合计,7751,1491,769,436,1187,311,462,643,628,232,285,705,311,291,4,2013
679,FTTH昨日竣工数合计,7424,1257,671,482,1146,299,461,598,610,291,322,722,276,289,4,2013
680,FTTH昨日竣工数合计,6659,595,722,426,1143,273,426,533,609,301,324,648,329,330,4,2013
681,FTTH昨日竣工数合计,5676,73,703,135,1304,222,418,472,645,216,299,648,280,261,4,2013
682,FTTH昨日竣工数合计,4699,5,576,42,1060,244,409,415,504,172,239,591,260,182,4,2013
683,FTTH昨日竣工数合计,5243,284,592,185,1075,256,367,468,512,194,204,671,245,190,4,2013
684,FTTH昨日竣工数合计,7167,1042,836,361,1264,276,410,508,648,280,248,762,275,257,4,2013
685,FTTH昨日竣工数合计,7646,1360,812,382,1240,276,451,550,640,277,265,693,345,355,4,2013
686,FTTH昨日竣工数合计,7274,1342,712,414,1117,252,424,473,691,224,288,677,328,332,4,2013
687,FTTH昨日竣工数合计,6821,1244,704,364,1166,276,405,512,681,27,182,610,306,344,4,2013
688,FTTH昨日竣工数合计,6047,1226,675,397,1051,220,365,425,597,2,14,546,259,270,4,2013
689,FTTH昨日竣工数合计,5443,1041,510,293,984,248,374,370,559,88,40,470,275,191,4,2013
690,FTTH昨日竣工数合计,6549,978,683,363,1095,284,410,554,632,150,177,680,261,282,4,2013
691,FTTH昨日竣工数合计,7301,1222,725,408,1340,287,393,580,648,241,238,645,263,311,4,2013
692,FTTH昨日竣工数合计,7835,1169,844,364,1327,324,502,672,703,307,328,647,339,309,4,2013
693,FTTH昨日竣工数合计,7541,1232,769,448,1263,345,456,579,703,246,248,637,306,309,1,2013
694,FTTH昨日竣工数合计,8066,1262,777,434,1344,345,434,898,634,259,307,700,327,345,4,2013
695,FTTH昨日竣工数合计,8441,1306,803,452,1448,307,479,932,728,264,356,635,431,300,4,2013
696,FTTH昨日竣工数合计,8382,1335,974,522,1465,388,527,594,665,272,267,703,362,308,4,2013
697,FTTH昨日竣工数合计,8303,1367,837,502,1429,378,465,633,755,331,233,778,360,235,5,2013
700,FTTH昨日竣工数合计,7798,1267,835,408,1310,295,407,502,718,250,264,873,323,346,5,2013
701,FTTH昨日竣工数合计,8796,1302,906,520,1506,349,516,543,979,253,237,954,368,363,5,2013
702,FTTH昨日竣工数合计,9051,1491,959,581,1574,296,531,565,748,253,271,955,405,422,5,2013
703,FTTH昨日竣工数合计,7654,1465,811,485,1305,271,443,476,595,221,288,741,260,293,5,2013
704,FTTH昨日竣工数合计,6650,1135,652,473,1004,293,141,535,658,206,283,643,276,351,5,2013
705,FTTH昨日竣工数合计,7340,1303,831,513,1407,297,1,538,594,292,301,806,80,377,5,2013
706,FTTH昨日竣工数合计,4912,1008,602,357,1063,244,20,371,230,180,168,469,39,161,5,2013
707,FTTH昨日竣工数合计,5595,816,622,334,1101,218,114,410,545,226,284,502,150,273,5,2013
708,FTTH昨日竣工数合计,7370,1160,805,414,1325,310,398,499,610,247,291,822,237,252,5,2013
709,FTTH昨日竣工数合计,7701,1231,908,431,1327,293,442,482,732,288,253,810,290,214,5,2013
710,FTTH昨日竣工数合计,6472,1256,709,355,1186,234,402,487,399,245,214,609,209,167,5,2013
711,FTTH昨日竣工数合计,6782,1177,693,431,1149,252,445,516,281,233,276,861,258,210,5,2013
712,FTTH昨日竣工数合计,7308,1170,743,445,1334,295,436,545,495,271,306,765,219,284,5,2013
713,FTTH昨日竣工数合计,7714,1171,743,485,1281,331,561,688,564,264,283,771,250,322,5,2013
714,FTTH昨日竣工数合计,5649,824,519,320,926,210,320,567,382,294,298,473,204,312,5,2013
715,FTTH昨日竣工数合计,5523,1125,655,316,1000,258,309,377,100,210,202,584,238,149,5,2013
716,FTTH昨日竣工数合计,4893,1191,641,299,1064,205,292,133,57,182,113,513,199,4,5,2013
717,FTTH昨日竣工数合计,5692,1261,751,307,1176,253,384,34,27,239,260,724,223,53,5,2013
718,FTTH昨日竣工数合计,6248,1069,785,427,1155,251,441,201,285,217,257,832,209,119,5,2013
719,FTTH昨日竣工数合计,7237,1227,738,452,1280,324,490,320,553,292,302,773,226,260,5,2013
720,FTTH昨日竣工数合计,7374,1144,753,457,1294,350,463,334,709,252,267,762,260,329,5,2013
721,FTTH昨日竣工数合计,7299,1056,793,497,1212,244,489,437,624,273,293,832,236,313,5,2013
722,FTTH昨日竣工数合计,6723,1044,729,468,1109,271,459,374,532,206,272,722,233,304,5,2013
723,FTTH昨日竣工数合计,6660,1122,753,378,1240,280,406,333,539,322,242,592,189,264,5,2013
724,FTTH昨日竣工数合计,4558,977,680,252,1025,210,276,154,103,126,58,495,145,57,5,2013
725,FTTH昨日竣工数合计,5959,1178,646,374,1056,240,352,286,438,237,125,650,170,207,5,2013
726,FTTH昨日竣工数合计,7428,1224,804,466,1363,285,497,317,590,340,283,736,210,313,5,2013
727,FTTH昨日竣工数合计,7672,1191,828,474,1362,326,470,402,660,345,293,758,259,304,5,2013
728,FTTH昨日竣工数合计,6592,1030,595,358,1001,293,411,435,718,370,301,532,180,368,5,2013
731,FTTH昨日竣工数合计,6938,1286,665,378,1312,255,408,355,624,234,271,676,250,224,6,2013
732,FTTH昨日竣工数合计,7019,1077,676,441,1269,270,522,341,642,225,278,748,198,332,6,2013
733,FTTH昨日竣工数合计,7769,1198,723,418,1578,286,541,395,723,320,314,757,201,315,6,2013
734,FTTH昨日竣工数合计,7628,1137,763,476,1339,321,474,400,773,258,336,740,302,309,6,2013
735,FTTH昨日竣工数合计,6937,1054,742,360,1284,289,463,359,704,262,282,618,212,308,6,2013
736,FTTH昨日竣工数合计,4559,690,334,210,633,177,250,402,678,199,289,261,110,326,6,2013
737,FTTH昨日竣工数合计,6146,1016,621,248,1165,150,339,305,666,219,317,462,262,376,6,2013
738,FTTH昨日竣工数合计,6462,1044,722,342,1183,258,374,294,618,254,311,549,241,272,6,2013
739,FTTH昨日竣工数合计,6743,1031,762,413,1236,266,451,412,567,220,314,562,223,286,6,2013
740,FTTH昨日竣工数合计,5881,862,715,294,1142,297,355,351,417,211,236,607,202,192,6,2013
741,FTTH昨日竣工数合计,5084,850,608,220,1053,254,279,279,501,141,133,478,179,109,6,2013
742,FTTH昨日竣工数合计,6736,957,769,330,1198,318,456,352,541,207,295,774,228,311,6,2013
743,FTTH昨日竣工数合计,7279,1035,799,441,1452,339,484,341,592,222,253,757,238,326,6,2013
744,FTTH昨日竣工数合计,7311,1283,764,419,1404,310,525,389,532,211,247,715,232,280,6,2013
745,FTTH昨日竣工数合计,6337,1127,548,419,1187,310,449,295,524,151,289,563,232,243,6,2013
746,FTTH昨日竣工数合计,6120,1030,618,389,1165,264,390,330,520,168,189,565,196,296,6,2013
747,FTTH昨日竣工数合计,6639,1081,716,437,1270,306,402,316,587,207,287,549,226,255,6,2013
748,FTTH昨日竣工数合计,6724,1071,689,392,1202,277,460,356,620,281,267,609,257,243,6,2013
749,FTTH昨日竣工数合计,7061,1006,696,468,1297,310,468,423,699,236,313,624,250,271,6,2013
750,FTTH昨日竣工数合计,7149,1051,705,467,1284,345,475,477,647,261,283,552,295,307,6,2013
751,FTTH昨日竣工数合计,7558,1175,752,456,1410,311,516,444,731,270,291,644,260,298,6,2013
752,FTTH昨日竣工数合计,5594,920,545,290,1310,216,288,343,560,217,150,390,147,218,6,2013
753,FTTH昨日竣工数合计,6706,1055,655,398,1163,319,428,380,726,225,253,618,221,265,6,2013
754,FTTH昨日竣工数合计,5116,611,616,296,1339,216,180,220,554,154,191,501,90,148,6,2013
755,FTTH昨日竣工数合计,7923,1187,829,474,1405,383,524,406,788,251,355,704,283,334,6,2013
756,FTTH昨日竣工数合计,7408,1176,703,529,1073,370,486,443,846,274,277,650,251,330,6,2013
757,FTTH昨日竣工数合计,8551,1353,860,578,1550,436,532,419,856,320,294,732,286,335,6,2013
758,FTTH昨日竣工数合计,9258,1538,925,576,1742,485,509,390,797,528,197,829,398,344,6,2013
761,FTTH昨日竣工数合计,8642,1573,954,523,1587,408,568,445,628,244,273,869,217,353,7,2013
762,FTTH昨日竣工数合计,8367,1331,942,599,1507,407,541,447,512,265,345,845,277,349,7,2013
763,FTTH昨日竣工数合计,8473,1307,906,648,1461,399,529,437,708,327,250,817,278,406,7,2013
764,FTTH昨日竣工数合计,7082,930,678,432,1388,341,310,411,769,280,299,631,190,423,7,2013
765,FTTH昨日竣工数合计,7416,1218,626,392,1301,340,467,462,849,291,326,547,221,376,7,2013
766,FTTH昨日竣工数合计,7187,1307,717,429,1309,345,410,297,742,170,251,654,277,279,7,2013
767,FTTH昨日竣工数合计,7675,1303,745,578,1290,344,413,382,656,266,319,784,257,338,7,2013
768,FTTH昨日竣工数合计,7970,1239,832,532,1393,422,477,452,722,286,280,738,279,318,7,2013
769,FTTH昨日竣工数合计,7989,1197,767,474,1362,439,561,424,767,264,307,771,303,353,7,2013
770,FTTH昨日竣工数合计,7929,1182,721,531,1385,395,549,429,773,247,330,750,278,359,7,2013
771,FTTH昨日竣工数合计,7978,1220,732,512,1355,438,523,448,761,271,340,755,273,350,7,2013
772,FTTH昨日竣工数合计,7826,1329,749,474,1322,337,526,382,771,326,310,714,276,310,7,2013
773,FTTH昨日竣工数合计,6805,1257,584,416,1230,289,433,369,679,223,261,596,247,221,7,2013
774,FTTH昨日竣工数合计,7203,1227,674,450,1179,326,547,431,686,251,257,664,235,276,7,2013
775,FTTH昨日竣工数合计,7872,1258,802,562,1315,418,561,394,763,281,240,736,253,289,7,2013
776,FTTH昨日竣工数合计,7662,1176,740,547,1277,406,556,403,815,260,249,676,245,312,7,2013
777,FTTH昨日竣工数合计,7473,1055,715,523,1282,326,509,440,883,230,274,702,249,285,7,2013
778,FTTH昨日竣工数合计,7075,1129,691,488,1194,342,521,388,635,247,291,653,248,248,7,2013
779,FTTH昨日竣工数合计,6765,1130,600,456,1216,294,424,335,737,253,255,585,244,236,7,2013
780,FTTH昨日竣工数合计,5833,1141,506,335,1171,291,258,244,741,122,172,412,223,217,7,2013
781,FTTH昨日竣工数合计,6821,1259,686,385,1049,325,512,330,668,206,240,634,221,306,7,2013
782,FTTH昨日竣工数合计,7625,1342,719,467,1260,334,545,342,871,275,306,608,238,318,7,2013
783,FTTH昨日竣工数合计,7560,1355,684,424,1201,325,541,416,826,269,288,684,212,335,7,2013
784,FTTH昨日竣工数合计,7050,1159,660,448,1098,360,514,347,745,209,347,618,212,333,7,2013
785,FTTH昨日竣工数合计,7102,1046,666,453,1162,326,513,370,788,275,349,598,207,349,7,2013
786,FTTH昨日竣工数合计,7625,1240,696,409,1416,351,531,404,771,292,268,680,244,323,7,2013
787,FTTH昨日竣工数合计,6737,1288,587,395,1165,327,468,336,743,242,228,508,233,217,7,2013
788,FTTH昨日竣工数合计,7078,1252,688,426,1155,317,496,339,741,234,229,679,230,292,7,2013
789,FTTH昨日竣工数合计,8177,1232,744,506,1446,398,587,584,835,288,335,718,217,287,7,2013
792,FTTH昨日竣工数合计,7322,1175,763,491,1241,326,490,386,652,253,312,703,248,282,8,2013
793,FTTH昨日竣工数合计,7616,1254,692,504,1406,311,520,399,822,250,280,692,228,258,8,2013
794,FTTH昨日竣工数合计,6514,1138,581,384,1174,284,446,316,744,191,260,515,192,289,8,2013
795,FTTH昨日竣工数合计,6831,1105,661,429,1063,300,457,324,772,245,325,671,191,288,8,2013
796,FTTH昨日竣工数合计,7169,959,728,424,1266,316,559,399,769,261,326,672,184,306,8,2013
797,FTTH昨日竣工数合计,6981,1090,653,435,1206,301,479,368,761,228,303,627,208,322,8,2013
798,FTTH昨日竣工数合计,6801,936,665,443,1158,315,468,408,848,221,281,584,160,314,8,2013
799,FTTH昨日竣工数合计,6614,899,624,431,1055,285,409,380,793,207,343,613,215,360,8,2013
800,FTTH昨日竣工数合计,6644,1102,627,357,1271,285,423,383,687,199,270,531,191,318,8,2013
801,FTTH昨日竣工数合计,5495,941,510,271,1122,243,343,260,625,155,232,428,191,174,8,2013
802,FTTH昨日竣工数合计,6216,886,590,329,1107,246,408,358,750,234,263,566,201,278,8,2013
803,FTTH昨日竣工数合计,6618,990,617,417,1227,337,422,402,737,197,280,583,157,252,8,2013
804,FTTH昨日竣工数合计,6594,942,614,407,1297,281,400,335,712,262,299,586,195,264,8,2013
805,FTTH昨日竣工数合计,6485,965,601,427,1205,294,420,350,711,243,269,520,208,272,8,2013
806,FTTH昨日竣工数合计,6889,1004,706,404,1222,286,370,383,791,233,283,618,257,332,8,2013
807,FTTH昨日竣工数合计,6739,1074,677,385,1297,261,397,354,810,236,256,521,191,280,8,2013
808,FTTH昨日竣工数合计,5904,1037,514,343,1100,236,350,307,753,180,235,484,192,173,8,2013
809,FTTH昨日竣工数合计,7016,1056,584,401,1232,322,387,649,776,194,268,675,162,310,8,2013
810,FTTH昨日竣工数合计,8143,1094,760,493,1379,360,416,910,855,187,285,858,206,340,8,2013
811,FTTH昨日竣工数合计,7753,1089,702,344,1394,334,383,816,868,207,300,822,177,317,8,2013
812,FTTH昨日竣工数合计,8051,1074,713,485,1321,340,531,891,823,275,286,829,187,296,8,2013
813,FTTH昨日竣工数合计,7935,1107,696,485,1348,370,618,893,710,225,226,802,209,246,8,2013
814,FTTH昨日竣工数合计,7367,1135,671,430,1427,355,496,669,629,210,225,688,191,241,8,2013
815,FTTH昨日竣工数合计,6717,1096,599,325,1274,236,342,492,945,189,255,597,150,217,8,2013
816,FTTH昨日竣工数合计,8022,1040,649,417,1185,292,479,915,975,252,339,955,198,326,8,2013
817,FTTH昨日竣工数合计,9595,1331,776,505,1734,381,578,951,923,247,303,1287,247,332,8,2013
818,FTTH昨日竣工数合计,9125,1320,780,469,1756,409,557,723,853,291,302,1148,170,347,8,2013
819,FTTH昨日竣工数合计,9842,1305,763,569,1750,529,584,1126,856,276,279,1235,225,345,8,2013
820,FTTH昨日竣工数合计,9568,1455,793,602,1732,552,588,748,767,302,237,1225,207,360,8,2013
823,FTTH昨日竣工数合计,8566,1474,821,528,1588,295,464,618,716,219,273,1097,180,293,9,2013
824,FTTH昨日竣工数合计,9640,1527,899,556,1783,400,536,701,786,268,346,1277,221,340,9,2013
825,FTTH昨日竣工数合计,9559,1345,820,562,1810,403,573,746,985,268,333,1171,206,337,9,2013
826,FTTH昨日竣工数合计,8164,1198,697,409,1618,333,489,528,959,279,323,795,192,344,9,2013
827,FTTH昨日竣工数合计,7966,1134,641,330,1428,296,447,789,1023,287,312,762,185,332,9,2013
828,FTTH昨日竣工数合计,8430,1307,757,357,1640,314,414,585,951,236,279,1029,243,318,9,2013
829,FTTH昨日竣工数合计,7283,1176,668,356,1401,293,369,491,808,194,225,939,202,161,9,2013
830,FTTH昨日竣工数合计,7980,1187,735,513,1424,316,481,648,561,225,220,1182,197,291,9,2013
831,FTTH昨日竣工数合计,8652,1217,772,414,1645,381,478,577,1111,204,249,1147,219,238,9,2013
832,FTTH昨日竣工数合计,7661,1048,723,439,1422,302,432,619,870,216,259,867,161,303,9,2013
833,FTTH昨日竣工数合计,7273,1100,741,387,1506,308,479,519,542,199,129,993,206,164,9,2013
834,FTTH昨日竣工数合计,8620,1146,826,454,1546,301,510,545,1036,268,311,1148,211,318,9,2013
835,FTTH昨日竣工数合计,8516,1282,789,438,1591,302,490,590,907,221,319,1059,207,321,9,2013
836,FTTH昨日竣工数合计,7553,1223,689,367,1353,285,418,525,889,226,263,944,154,217,9,2013
837,FTTH昨日竣工数合计,7971,1120,808,447,1347,274,482,540,843,239,248,1164,163,296,9,2013
838,FTTH昨日竣工数合计,8817,1108,850,539,1597,301,551,695,957,177,280,1246,205,311,9,2013
839,FTTH昨日竣工数合计,9404,1266,949,540,1600,370,517,808,992,267,309,1213,252,321,9,2013
840,FTTH昨日竣工数合计,5417,654,615,303,1393,205,260,419,414,125,69,744,132,84,9,2013
841,FTTH昨日竣工数合计,7131,973,725,369,1390,271,394,483,789,188,191,950,173,235,9,2013
842,FTTH昨日竣工数合计,7043,1063,691,380,1251,244,444,481,700,211,239,901,188,250,9,2013
843,FTTH昨日竣工数合计,8182,1168,782,494,1388,339,503,612,875,269,231,1058,188,275,9,2013
844,FTTH昨日竣工数合计,9083,1201,910,546,1766,344,524,767,850,271,270,1096,194,344,9,2013
845,FTTH昨日竣工数合计,7453,963,959,388,1726,343,297,528,639,136,140,1008,172,154,9,2013
846,FTTH昨日竣工数合计,9755,1369,907,532,1722,400,607,877,915,294,377,1116,264,375,9,2013
847,FTTH昨日竣工数合计,9950,1329,931,725,1664,346,587,857,1089,292,365,1158,268,339,9,2013
848,FTTH昨日竣工数合计,9739,1318,939,592,1723,401,529,1019,951,254,332,1101,268,312,9,2013
849,FTTH昨日竣工数合计,8822,1433,817,477,1838,436,447,781,869,236,209,790,227,262,9,2013
850,FTTH昨日竣工数合计,10386,1626,902,705,1899,434,607,933,963,255,302,1119,293,348,9,2013
853,FTTH昨日竣工数合计,6824,1018,737,315,1086,243,362,554,779,197,225,770,289,249,10,2013
854,FTTH昨日竣工数合计,6848,1043,692,365,1077,215,312,467,852,219,237,899,225,245,10,2013
855,FTTH昨日竣工数合计,7248,926,620,433,1282,289,378,502,903,225,236,952,217,285,10,2013
856,FTTH昨日竣工数合计,7297,912,626,499,1173,335,393,548,933,221,246,929,239,243,10,2013
857,FTTH昨日竣工数合计,6228,968,466,355,814,196,375,532,784,192,238,743,250,315,10,2013
858,FTTH昨日竣工数合计,4866,887,297,238,651,158,237,276,922,145,251,424,120,260,10,2013
859,FTTH昨日竣工数合计,5750,1103,434,300,684,129,324,376,941,259,266,507,121,306,10,2013
